Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,exam_score,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,gender,race/ethnicity,parental level of education,lunch,test preparation course,NationalITy,PlaceofBirth,StageID,GradeID,SectionID,Topic,Semester,Relation,raisedhands,VisITedResources,AnnouncementsView,Discussion,ParentAnsweringSurvey,ParentschoolSatisfaction,StudentAbsenceDays
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,49.333333333333336,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,female,group c,bachelor's degree,free/reduced,completed,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,86.33333333333333,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,female,group c,master's degree,standard,completed,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,52.666666666666664,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,female,group b,high school,free/reduced,completed,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,75.0,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,female,group c,associate's degree,standard,completed,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,61.333333333333336,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,female,group b,master's degree,free/reduced,completed,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,99.0,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,female,group d,some high school,standard,completed,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,68.33333333333333,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,male,group c,master's degree,free/reduced,completed,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,58.666666666666664,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,female,group c,some college,free/reduced,none,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,49.0,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,female,group e,high school,standard,none,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,68.0,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,female,group d,associate's degree,standard,none,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,48.666666666666664,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,male,group c,some high school,free/reduced,completed,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,65.66666666666667,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,male,group c,associate's degree,free/reduced,completed,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,73.66666666666667,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,male,group e,high school,standard,none,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,65.33333333333333,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,male,group d,some high school,standard,completed,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,48.333333333333336,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,male,group b,some high school,free/reduced,none,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,84.0,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,female,group c,bachelor's degree,standard,none,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,66.66666666666667,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,female,group e,associate's degree,standard,none,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,79.33333333333333,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,male,group d,some college,standard,completed,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,64.0,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,female,group b,some high school,standard,none,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,79.33333333333333,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,female,group c,master's degree,standard,completed,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,56.0,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,male,group d,associate's degree,standard,none,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,64.33333333333333,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,male,group c,some high school,free/reduced,completed,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,54.0,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,male,group e,high school,free/reduced,none,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,51.0,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,female,group b,some college,free/reduced,none,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,77.66666666666667,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,female,group b,bachelor's degree,free/reduced,none,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,79.0,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,female,group c,associate's degree,standard,completed,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,74.33333333333333,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,female,group d,some college,free/reduced,none,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,71.66666666666667,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,male,group c,associate's degree,standard,none,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,64.66666666666667,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,female,group b,associate's degree,standard,none,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,47.333333333333336,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,male,group c,some college,standard,none,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,74.33333333333333,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,male,group d,some high school,standard,completed,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,68.66666666666667,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,male,group e,bachelor's degree,standard,none,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,79.0,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,male,group e,high school,standard,completed,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,77.0,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,female,group b,some college,free/reduced,none,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,61.666666666666664,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,female,group b,some college,free/reduced,none,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,79.33333333333333,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,male,group d,some high school,free/reduced,completed,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,30.0,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,male,group c,some college,free/reduced,none,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,54.666666666666664,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,female,group c,high school,free/reduced,none,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,55.666666666666664,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,male,group c,associate's degree,free/reduced,completed,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,86.33333333333333,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,male,group e,high school,standard,completed,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,80.66666666666667,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,male,group b,some high school,standard,completed,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,85.66666666666667,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,female,group e,associate's degree,free/reduced,completed,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,38.333333333333336,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,female,group c,high school,free/reduced,none,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,71.0,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,male,group b,high school,free/reduced,none,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,57.666666666666664,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,male,group b,some high school,standard,completed,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,66.0,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,female,group d,high school,standard,completed,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,81.66666666666667,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,male,group b,associate's degree,standard,none,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,60.666666666666664,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,female,group c,some high school,free/reduced,none,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,80.33333333333333,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,male,group d,some high school,standard,none,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,63.666666666666664,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,female,group b,associate's degree,standard,completed,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,51.666666666666664,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,female,group e,master's degree,free/reduced,none,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,71.66666666666667,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,female,group c,some college,standard,none,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,53.666666666666664,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,male,group d,high school,standard,none,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,68.0,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,male,group a,some high school,free/reduced,none,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,92.33333333333333,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,female,group c,some college,standard,completed,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,68.66666666666667,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,male,group d,some college,standard,none,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
20.0,80.0,medium,medium,yes,7.0,75.0,medium,yes,1.0,low,medium,public,positive,3.0,no,high school,near,male,43.666666666666664,gp,f,17.0,u,gt3,t,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,11.0,11.0,11.0,male,group c,associate's degree,standard,none,kw,kuwait,middleschool,g-02,a,it,f,father,50.0,65.0,33.0,39.5,yes,good,under-7
